gene_id,CK_1,CK_2,TR_1,TR_2,CKK_1,CKK_2,TRR_1,TRR_2
Os02g0599150,197,253,169,206,99,96,196,106
Os02g0599151,218,262,237,223,81,94,204,78
Os02g0599200,12,0,19,14,0,0,18,0
Os02g0599400,234,296,380,327,108,104,385,355
Os02g0599500,303,394,245,277,330,412,266,306
Os02g0599700,3636,3130,3054,2514,1668,1849,2015,938
Os02g0600000,281,207,317,220,355,360,253,188
Os02g0600033,652,509,678,431,370,361,411,180
Os02g0600066,779,677,620,620,325,390,465,236
Os02g0600100,246,337,459,479,525,405,343,529
Os02g0600200,12423,10434,14887,15880,10224,8960,8625,12505
Os02g0600400,234,514,871,1066,1929,2070,377,256
Os02g0600650,150,149,203,141,90,74,57,85
Os02g0601000,17,0,5,8,26,41,99,152
Os02g0601100,732,799,901,1300,1361,1452,1201,1448
Os02g0601300,5048,7702,6060,7771,19187,9786,6144,7403
Os02g0601350,4,5,3,3,16,0,9,5
Os02g0601500,4,0,10,0,8,0,0,0
Os02g0601600,180,319,453,675,387,411,368,312
Os02g0601700,50,88,76,10,211,246,107,136
Os02g0601750,0,0,0,0,3,0,0,0
Os02g0601800,9094,8289,14401,14431,12644,14027,10030,7447
Os02g0602000,0,0,0,0,0,0,0,13
Os02g0602100,4965,3291,8458,7862,16323,15587,6860,5374
Os02g0602201,0,2,16,0,0,4,4,0
Os02g0602300,773,838,708,514,688,566,398,528
Os02g0602400,1608,1816,2711,2519,2619,2803,2865,3799
Os02g0602500,362,472,718,635,840,904,531,574
Os02g0602600,514,441,542,633,570,616,485,411
Os02g0602601,15,12,4,15,8,4,4,0
Os02g0602700,3,4,0,4,8,0,1,2
Os02g0602800,773,852,623,703,771,721,462,610
Os02g0602900,369,231,450,477,723,527,320,224
Os02g0603000,388,331,92,58,156,76,194,206
Os02g0603033,29,19,55,0,0,10,10,2
Os02g0603066,288,371,123,108,321,189,123,251
Os02g0603100,0,0,123,107,0,189,123,0
Os02g0603600,293,506,2343,2151,10333,8100,4307,3828
Os02g0603700,15,0,4,26,34,50,296,121
Os02g0603800,83496,87405,72925,84870,8097,9303,9578,8121
Os02g0603900,10635,11192,8788,10726,849,1096,661,1252
Os02g0604000,5,0,0,0,3,0,0,0
Os02g0604100,561,951,709,1162,937,1097,975,1003
Os02g0604300,544,608,857,779,667,1138,779,562
Os02g0604600,0,0,0,0,0,0,0,0
Os02g0604700,0,0,0,0,0,0,0,0
Os02g0604800,0,0,0,0,0,0,0,0
Os02g0605000,0,0,0,0,0,0,0,0
Os02g0605400,18,18,9,9,23,21,16,13
Os02g0605500,517,311,392,377,458,397,241,258
Os02g0605600,1888,1759,2182,2214,2876,2914,1617,1230
Os02g0605900,1124,1482,186,560,1794,2481,2208,2760
Os02g0606000,552,716,966,1200,2005,1865,1139,1464
Os02g0606100,503,511,871,1047,783,789,713,904
Os02g0606200,53746,46787,100987,85894,53698,35805,15803,23958
Os02g0606300,411,383,620,785,998,1019,549,513
Os02g0606400,4,13,28,66,0,0,0,0
Os02g0606600,10,0,8,0,0,0,13,8
Os02g0606700,58,20,24,0,27,21,52,40
Os02g0606800,459,967,874,1112,4465,4028,950,811
Os02g0606900,649,380,390,264,668,548,438,439
Os02g0607000,0,0,0,0,0,0,0,0
Os02g0607100,0,0,0,0,0,0,0,0
Os02g0607400,0,0,0,0,0,0,0,0
Os02g0607500,0,0,0,0,0,0,0,0
Os02g0607700,40,119,92,106,182,261,61,36
Os02g0608000,90,80,0,6,0,0,0,0
Os02g0608100,1559,1836,2440,2494,2512,2800,1521,801
Os02g0608200,3869,3540,4438,4832,5326,5204,2368,1728
Os02g0608300,1707,1602,2560,3135,1886,1571,757,507
Os02g0608400,2356,2846,3823,4138,2235,2678,2344,1904
Os02g0608500,812,993,1929,2143,3208,3257,3220,2599
Os02g0608550,373,368,1088,515,2258,1768,809,718
Os02g0608600,2684,2472,7027,2962,11819,9804,6405,10956
Os02g0608700,2349,2315,1914,2057,1971,2133,1602,1898
Os02g0608800,2,0,0,0,0,0,1,0
Os02g0608801,2,13,21,5,0,0,9,0
Os02g0608900,2773,2789,3136,2999,2162,1733,2496,3680
Os02g0609000,32,50,83,22,10,21,8,20
Os02g0609200,0,0,0,0,16,0,0,3
Os02g0609400,7275,8472,5532,6547,6258,6931,4450,6052
Os02g0609500,681,312,743,423,1039,1287,571,504
Os02g0609700,0,0,16,0,22,17,0,0
Os02g0609800,10,32,59,68,34,51,0,0
Os02g0609900,4,18,36,17,105,240,220,6
Os02g0610000,0,0,0,0,0,0,0,0
Os02g0610400,515,817,875,1060,681,642,564,480
Os02g0610500,18521,17017,16749,19824,12232,9515,10358,11648
Os02g0610600,3353,3946,6761,9204,13286,12800,6744,7188
Os02g0610700,11340,10514,12931,12332,5187,5287,5030,6181
Os02g0610800,16869,16042,14099,14523,10803,10815,11329,13854
Os02g0610851,0,0,0,0,0,0,0,0
Os02g0610950,0,0,0,0,0,0,0,0
Os02g0611000,110,211,196,122,42,72,91,80
Os02g0611200,51369,55696,44716,33723,27303,24064,20146,11717
Os02g0611250,147,174,493,145,36,93,85,81
Os02g0611300,854,655,881,712,682,506,480,384
Os02g0611400,184,443,473,742,930,1134,672,527
Os02g0611450,607,661,613,682,562,619,619,774
Os02g0611500,1135,1164,1862,1792,2497,2466,1047,1127
Os02g0611650,13,16,57,63,69,87,14,6
Os02g0611800,3345,5016,17425,20279,14198,12529,3290,3713
Os02g0612000,598,731,1180,1654,806,784,1134,1193
Os02g0612100,80,144,119,144,332,347,161,210
Os02g0612200,27,136,43,106,65,71,15,11
Os02g0612300,2210,2175,3018,3006,4318,3862,2302,2830
Os02g0612600,0,4,0,2,24,4,6,22
Os02g0612700,198,214,427,713,1753,1345,97,132
Os02g0612800,3635,3484,5905,5713,6561,6643,3112,2283
Os02g0612900,3787,4479,2929,4863,2638,3075,5532,7695
Os02g0612950,0,0,0,0,0,0,0,0
Os02g0613000,600,565,1598,1407,1743,1746,754,780
Os02g0613100,0,0,12,35,0,3,22,11
Os02g0613150,0,0,0,0,0,0,0,0
Os02g0613200,3136,4215,6528,6574,19305,16151,9827,10284
Os02g0613300,45,24,66,65,169,172,257,122
Os02g0613400,982,876,836,918,750,859,986,1106
Os02g0613600,844,804,893,1088,902,903,777,856
Os02g0613900,0,15,10,0,55,9,64,68
Os02g0614100,618,717,1263,1228,7352,7371,5329,5264
Os02g0614200,1008,1039,1336,2437,2211,1909,1668,2807
Os02g0614250,19,17,31,29,64,52,33,27
Os02g0614300,0,0,0,0,0,0,0,0
Os02g0614325,0,0,0,0,0,0,0,0
Os02g0614400,1049,1246,2281,3052,2831,3236,1673,1831
Os02g0614500,1106,1515,1350,1265,1175,1298,912,870
Os02g0614600,0,22,20,24,410,517,59,37
Os02g0614666,0,0,0,0,0,0,0,0
Os02g0614700,0,9,2,3,3,8,4,4
Os02g0614732,659,771,411,822,1586,1788,560,415
Os02g0614800,0,1,1,1,1,1,1,1
Os02g0614966,0,0,0,0,0,0,0,0
Os02g0615400,0,0,0,0,0,0,0,0
Os02g0615500,0,0,0,0,0,0,0,0
Os02g0615800,1399,1167,2230,1688,4409,6440,3313,908
Os02g0616100,0,0,0,0,0,0,0,0
Os02g0616199,0,0,0,0,0,0,0,0
Os02g0616300,0,0,0,0,0,0,0,0
Os02g0616450,0,0,0,0,0,0,0,0
Os02g0616600,0,5,0,9,12,11,0,11
Os02g0616800,0,0,0,0,0,0,0,0
Os02g0617000,0,0,0,0,0,0,0,0
Os02g0617075,0,0,0,0,0,0,0,0
Os02g0617100,50,38,19,11,4,0,34,46
Os02g0617200,4,27,34,22,0,8,13,11
Os02g0617300,127,160,1092,682,10102,7634,709,434
Os02g0617400,0,0,0,0,0,0,0,0
Os02g0617500,959,743,495,459,72,74,58,130
Os02g0617550,0,0,0,0,0,0,0,0
Os02g0617600,8562,6991,6112,6143,1792,1824,994,652
Os02g0617700,43,45,62,92,68,127,144,134
Os02g0617800,3003,2204,1157,862,77,112,818,1202
Os02g0617900,70,69,113,137,45,96,69,111
Os02g0618000,16,0,0,3,0,8,0,0
Os02g0618100,261,277,518,764,200,286,380,530
Os02g0618200,116,177,404,438,5115,5160,4775,3257
Os02g0618250,185,417,334,615,526,648,1028,821
Os02g0618301,0,0,0,0,0,0,0,0
Os02g0618400,0,0,20,30,0,4,0,3
Os02g0618525,0,2,0,0,0,0,0,0
Os02g0618700,0,0,0,0,0,0,0,0
Os02g0619600,873,281,204,199,43,34,81,27
Os02g0619801,56,32,28,20,0,0,2,6
Os02g0620000,10,24,0,0,0,2,3,10
Os02g0620100,143,182,233,228,82,106,144,93
Os02g0620200,756,725,401,379,120,138,83,163
Os02g0620400,780,435,42,73,315,330,165,247
Os02g0620500,0,0,0,0,0,0,0,0
Os02g0620533,0,0,0,0,0,0,0,0
Os02g0620566,0,0,0,0,0,0,45,0
Os02g0620600,168,300,97,171,67,40,70,134
Os02g0620800,88,95,218,214,243,237,90,69
Os02g0621100,959,1048,1157,1225,786,1017,671,475
Os02g0621300,1031,1471,134,569,250,323,236,100
Os02g0621350,0,0,0,0,0,0,0,0
Os02g0621400,13,23,8,20,33,55,45,46
Os02g0621500,941,1306,1205,1169,856,896,562,531
Os02g0621600,1394,1331,1597,1928,385,495,886,588
Os02g0621700,3131,3879,4492,5750,5209,6208,4084,3823
Os02g0621800,339,701,583,1372,723,1038,178,154
Os02g0621850,0,3,19,5,12,16,0,3
Os02g0622100,1109,1271,1120,1307,1107,1211,687,647
Os02g0622150,0,0,0,2,0,5,0,0
Os02g0622200,1010,1107,755,730,755,935,657,802
Os02g0622300,431,801,559,1260,1225,1488,1307,1466
Os02g0622350,114,151,128,304,241,288,322,345
Os02g0622400,1911,2685,1643,1866,1566,1634,2023,2344
Os02g0622500,1596,1375,595,760,85,115,339,711
Os02g0623300,0,0,0,0,20,2,0,0
Os02g0623400,0,6,4,6,0,19,0,6
Os02g0623500,1777,1761,3048,3778,4026,3785,1979,1531
Os02g0623550,3,2,9,8,17,14,2,0
Os02g0623600,0,0,0,0,4,0,0,0
Os02g0623766,0,0,0,0,0,0,0,0
Os02g0623932,0,4,0,0,0,0,0,4
Os02g0624100,0,0,0,7,0,0,0,0
Os02g0624300,0,0,10,53,84,217,0,14
Os02g0624350,5,0,0,0,0,0,12,0
Os02g0624400,795,957,819,1204,1237,1358,788,623
Os02g0624700,23,13,0,15,13,20,3,9
Os02g0625000,1959,2722,6083,3893,27288,17727,7930,6636
Os02g0625100,35,69,6,33,58,50,42,18
Os02g0625300,306,442,282,255,248,609,954,1133
Os02g0625500,838,1507,2467,3322,3659,5596,1456,1097
Os02g0625900,6,0,0,0,0,0,6,0
Os02g0626100,4481,5486,7557,16548,225030,203536,11915,20245
Os02g0626200,0,0,0,11,10,7,2,0
Os02g0626400,4929,7170,5913,14921,26275,31349,5212,4607
Os02g0626532,1,66,11,289,512,1187,19,13
Os02g0626600,0,0,0,0,3,0,0,0
Os02g0627100,58,265,184,2092,462,894,54,52
Os02g0627700,1108,1276,0,0,0,0,534,239
Os02g0627750,206,205,0,0,0,0,72,33
Os02g0627800,3,11,17,5,0,29,0,0
Os02g0627900,200,207,67,160,31,44,35,0
Os02g0628000,0,0,0,0,8,0,5,0
Os02g0628100,23,62,55,79,127,149,41,17
Os02g0628200,0,4,0,0,84,126,0,0
Os02g0628600,1261,1303,806,1209,339,605,590,390
Os02g0628800,11778,13401,5764,7733,4368,4840,5636,7270
Os02g0628900,64,89,62,181,0,0,0,0
Os02g0629000,253,232,503,1873,2569,3155,304,1096
Os02g0629101,0,0,0,0,4,0,0,0
Os02g0629200,76497,42144,3417,5502,1798,2174,7446,11092
Os02g0629266,12499,6837,371,579,247,276,983,1172
Os02g0629332,0,0,0,0,0,0,0,0
Os02g0629400,134,217,79,130,600,680,145,132
Os02g0629600,65,140,28,28,64,66,65,66
Os02g0629800,0,0,0,0,0,0,0,0
Os02g0629900,2,0,0,2,2,0,6,0
Os02g0630000,2,0,0,2,2,0,6,0
Os02g0630100,0,0,0,0,0,0,0,0
Os02g0630250,0,0,0,0,3,0,0,0
Os02g0630300,35,12,1,57,490,998,157,322
Os02g0630475,0,0,0,0,0,0,0,0
Os02g0630650,0,0,0,0,0,0,0,0
Os02g0631000,992,1190,2127,2125,2674,3187,1367,1107
Os02g0631100,6,19,8,14,10,18,13,14
Os02g0631200,3138,3436,3424,2899,3272,3330,1776,941
Os02g0631500,1099,1306,1349,1087,1000,1160,700,504
Os02g0631601,139,163,308,228,350,307,78,27
Os02g0631700,58,74,21,29,0,0,0,4
Os02g0631801,0,0,0,0,0,0,0,0
Os02g0632100,0,0,0,0,0,0,0,0
Os02g0632150,0,0,0,0,0,0,0,0
Os02g0632500,745,888,956,1014,587,737,397,191
Os02g0632700,417,374,536,520,142,123,143,221
Os02g0632800,61,110,106,318,852,1512,503,127
Os02g0632850,9,16,3,4,0,0,2,3
Os02g0632900,117,310,505,520,819,1351,428,119
Os02g0632950,0,0,23,24,41,46,83,24
Os02g0633000,25,3,19,32,48,39,49,31
Os02g0633066,12,129,187,296,414,890,411,46
Os02g0633100,2188,2274,3602,3534,2651,2931,1448,843
Os02g0633200,172,309,295,488,313,429,618,389
Os02g0633300,1080,1604,3483,2987,1603,2095,2115,2493
Os02g0633400,596,1014,1289,1533,1640,1356,849,741
Os02g0633600,22,26,50,157,42,67,18,32
Os02g0633700,0,0,0,0,0,0,0,4
Os02g0633900,0,0,0,0,0,4,12,4
Os02g0634100,0,0,0,0,0,0,0,0
Os02g0634500,41345,51613,35670,47759,18418,20219,30459,34424
Os02g0634600,5,39,16,88,35,59,15,12
Os02g0634700,2949,4402,1292,2224,4740,7475,5383,5293
Os02g0634800,1908,2183,2014,2071,2022,1861,1574,1870
Os02g0634900,2991,3974,3342,3686,2902,3132,2423,2845
Os02g0635000,1709,1787,1030,1266,2074,1425,2111,4332
Os02g0635200,5035,5053,5483,5906,2001,1632,1288,1625
Os02g0635300,85,68,93,97,114,139,42,44
Os02g0635400,11,6,14,16,6,4,5,7
Os02g0635600,242,301,143,141,62,26,137,19
Os02g0635700,603,560,625,696,520,431,386,428
Os02g0635800,23,22,16,3,15,35,31,91
Os02g0635966,0,0,0,0,0,0,0,0
Os02g0636300,217,419,836,1170,1371,1624,1074,443
Os02g0636400,437,491,355,590,581,459,525,659
Os02g0636600,8,10,141,38,240,151,47,88
Os02g0636700,427,669,618,947,1026,1161,567,564
Os02g0637000,12,20,2,31,10,9,35,8
Os02g0637200,58,41,49,106,183,219,238,336
Os02g0637700,632,570,589,862,1158,1427,407,273
Os02g0637800,534,780,745,726,472,497,458,331
Os02g0637900,724,783,979,971,512,625,464,521
Os02g0638000,284,400,595,559,602,747,425,383
Os02g0638200,7,1,10,18,27,11,23,14
Os02g0638300,12430,10991,9593,11979,2702,3116,6425,11957
Os02g0638400,480,550,1001,819,1671,1776,1041,1124
Os02g0638650,130,169,1,58,189,527,188,205
Os02g0638900,2754,2756,2983,3422,4187,3763,1874,2227
Os02g0638950,0,0,0,0,0,0,0,0
Os02g0639000,3728,4162,4427,4570,993,1740,1134,658
Os02g0639100,192,280,1160,1225,1492,1732,1647,1302
Os02g0639300,0,0,4,73,528,592,830,135
Os02g0639500,0,0,0,0,0,0,0,0
Os02g0639550,0,0,0,0,0,0,0,0
Os02g0639600,0,7,17,20,26,10,5,31
Os02g0639700,1376,1515,1701,1780,1591,1434,1025,1147
Os02g0639800,1521,2060,3647,3383,6688,6673,3269,3174
Os02g0639900,869,1074,2699,2725,3074,2952,1892,2241
Os02g0640000,11,6,15,9,7,5,13,5
Os02g0640100,0,0,0,0,0,0,0,0
Os02g0640200,395,606,651,852,808,968,511,309
Os02g0640300,12,13,16,19,36,53,14,63
Os02g0640401,5,3,0,0,4,5,2,7
Os02g0640500,0,4,0,14,16,22,7,0
Os02g0640600,13,8,0,0,6,16,13,12
Os02g0640700,0,0,54,20,21,41,0,21
Os02g0640800,8448,6859,12675,10888,4426,5742,2472,2466
Os02g0641000,22,8,22,9,17,10,8,0
Os02g0641100,0,0,0,0,0,0,0,0
Os02g0641300,19,82,8,22,146,309,356,264
Os02g0641800,1684,2185,1543,2200,1375,1908,1547,1009
Os02g0641850,0,0,0,4,0,0,16,3
Os02g0641900,4,0,0,0,0,36,27,57
Os02g0642050,0,0,0,0,0,0,0,0
Os02g0642200,198,252,393,271,15,63,23,58
Os02g0642300,353,543,571,688,674,634,714,1457
Os02g0642600,98,71,188,158,35,31,70,35
Os02g0642700,888,773,544,625,378,287,229,181
Os02g0642850,0,0,0,0,0,3,0,0
Os02g0643000,6277,5682,2367,2983,443,377,442,694
Os02g0643200,0,0,0,0,0,0,0,0
Os02g0643500,10156,8244,8286,11906,1909,2316,4754,5820
Os02g0643600,0,0,0,4,4,0,0,0
Os02g0643800,149,185,62,82,100,162,400,1171
Os02g0643900,0,17,19,0,47,52,0,13
Os02g0644000,1148,1463,1452,1160,1131,1213,1252,1201
Os02g0644100,1640,2147,2851,4110,1219,1523,1530,1321
Os02g0644200,0,0,1,0,0,0,0,0
Os02g0644400,173,197,239,321,182,279,77,10
Os02g0644466,66,75,45,53,23,53,39,13
Os02g0644500,985,1182,1173,1199,1436,1489,1483,1321
Os02g0644600,435,537,607,584,664,822,405,261
Os02g0644650,20,28,16,12,11,23,8,6
Os02g0644700,4081,3470,4785,3451,4234,3554,2982,1954
Os02g0644900,9,13,9,6,6,0,7,0
Os02g0645000,7,0,0,9,21,12,0,0
Os02g0645100,336,467,468,528,370,721,235,30
Os02g0645266,9,0,2,3,0,4,0,0
Os02g0645600,1122,1035,1019,1128,891,967,477,547
Os02g0645725,2,3,2,0,0,6,3,3
Os02g0646200,13,33,146,29,827,896,143,329
Os02g0646400,379,556,517,565,772,762,399,679
Os02g0646500,3131,2061,1037,609,830,838,97,251
Os02g0646700,111,112,77,17,64,39,3,39
Os02g0647300,11,19,9,0,5,0,6,0
Os02g0647900,1908,1843,1485,1265,337,568,2019,1762
Os02g0647950,34,18,7,14,4,6,37,40
Os02g0648000,25,36,20,17,0,14,41,19
Os02g0648100,100,66,79,93,187,196,120,99
Os02g0648200,0,0,0,0,0,0,0,0
Os02g0648300,35,43,26,35,44,108,0,9
Os02g0648900,32,48,34,51,34,59,35,51
Os02g0649000,342,209,149,130,201,281,84,213
Os02g0649300,460,206,4,57,10,9,7,111
Os02g0649400,606,547,392,597,10,20,7,14
Os02g0649700,24127,19153,20003,19227,11686,11702,8398,6817
Os02g0649750,440,323,339,368,138,119,233,161
Os02g0649800,119,72,38,309,337,128,178,687
Os02g0649900,2710,147,119,160,3483,77,4343,55854
Os02g0650300,0,0,0,0,0,0,0,14
Os02g0650500,383,474,452,383,473,523,372,399
Os02g0650800,0,0,0,0,6,0,0,0
Os02g0650900,9,26,25,29,0,22,38,30
Os02g0651000,236,329,183,228,205,165,162,377
Os02g0651200,5,21,3,3,29,16,6,12
Os02g0651300,22001,20017,34080,40380,20365,21073,29404,22497
Os02g0651500,785,753,743,908,684,960,1182,1413
Os02g0651900,1339,1227,85,138,149,89,405,1854
Os02g0652000,505,616,166,209,7,30,74,186
Os02g0652100,0,0,0,0,0,0,13,0
Os02g0652300,1066,1172,1599,1433,1626,1595,855,1202
Os02g0652550,101,73,20,0,4,3,31,0
Os02g0652575,27,16,7,7,0,0,5,0
Os02g0652600,2940,3005,5514,5493,9295,6390,5745,7231
Os02g0652800,3,15,0,6,0,0,13,0
Os02g0653000,6,18,113,20,9,66,139,244
Os02g0653200,12,0,6,5,14,24,40,7
Os02g0653300,35,53,62,121,290,363,462,361
Os02g0653400,21,81,253,502,258,338,148,178
Os02g0653800,1752,2291,2466,2649,1811,2197,1757,1706
Os02g0653850,3,3,0,3,2,5,4,0
Os02g0653900,2904,2630,4457,4117,2818,3442,2609,3332
Os02g0654000,77,48,31,41,40,28,31,28
Os02g0654100,891,1073,1066,1126,1153,1104,586,817
Os02g0654300,36,52,0,6,87,177,16,61
Os02g0654400,3433,3798,4315,4945,4685,4854,2279,1494
Os02g0654500,715,997,1055,1384,1399,1324,855,1217
Os02g0654600,38,33,109,194,122,178,49,36
Os02g0654700,100,60,610,1087,527,901,104,238
Os02g0655100,143,226,477,310,390,542,193,215
Os02g0655200,14,28,0,12,59,30,14,51
Os02g0655300,8300,9593,8328,11115,10461,10714,9272,9196
Os02g0655401,17,31,11,28,26,17,21,16
Os02g0655500,17,0,30,6,31,32,34,45
Os02g0655600,1224,922,1556,1485,10126,7339,1075,1349
Os02g0655700,2961,3130,2451,3233,2172,2024,1459,1177
Os02g0655750,0,0,0,0,0,0,0,0
Os02g0655800,99,132,185,63,113,133,58,113
Os02g0656100,8,6,0,0,0,0,0,13
Os02g0656200,764,664,785,915,1000,969,398,299
Os02g0656300,370,497,779,823,1098,913,377,275
Os02g0656400,0,0,0,0,0,0,0,0
Os02g0656500,3018,4316,5422,7130,4895,5574,3054,2368
Os02g0656550,0,3,0,2,0,0,0,0
Os02g0656600,126,314,604,806,197,245,24,29
Os02g0657000,89,97,46,9,78,39,17,67
Os02g0657550,34,45,15,18,16,0,30,22
Os02g0657600,184,335,213,253,65,237,106,80
Os02g0657700,2719,2829,3437,3952,2705,2494,2032,2341
Os02g0657775,0,0,0,0,0,3,0,0
Os02g0657850,0,0,0,0,0,0,2,0
Os02g0658000,0,0,0,0,0,0,0,0
Os02g0658100,19,2,4,22,16,0,4,33
Os02g0658150,0,0,0,0,0,0,0,0
Os02g0658200,75,29,0,7,11,4,4,30
Os02g0658300,368,423,326,471,418,567,616,561
Os02g0658400,1301,1052,970,806,347,544,896,424
Os02g0658500,2724,2475,4300,4461,3394,3471,1849,1726
Os02g0658600,0,0,0,0,0,0,0,0
Os02g0658651,0,0,0,0,0,0,0,0
Os02g0658800,0,0,1345,98,0,4,0,25
Os02g0658850,0,0,0,0,0,0,4,0
Os02g0658900,631,799,736,742,1150,1039,659,422
Os02g0659100,0,0,0,0,0,0,0,0
Os02g0659301,0,0,0,0,0,0,0,0
Os02g0659500,0,0,0,0,0,0,0,0
Os02g0659600,147,238,360,368,581,623,283,272
Os02g0659700,2,0,0,0,0,0,0,0
Os02g0660100,90,110,65,28,93,75,37,96
Os02g0660800,0,0,0,0,0,0,0,0
Os02g0661000,51,16,165,67,67,151,114,195
Os02g0661050,1440,1600,1823,1669,1741,1528,1474,1987
Os02g0661100,24,33,44,27,816,711,259,579
Os02g0661200,0,0,0,0,0,0,0,0
Os02g0661300,247,184,140,215,84,56,116,171
Os02g0661400,0,0,0,0,0,0,0,0
Os02g0661500,1027,785,848,832,411,540,335,206
Os02g0661600,240,222,33,25,117,103,106,133
Os02g0661800,201,142,184,282,655,708,633,647
Os02g0661900,31,38,15,39,1442,1319,599,389
Os02g0662000,0,0,0,0,0,0,0,0
Os02g0662100,0,0,0,0,18,42,0,0
Os02g0662200,354,367,431,591,496,644,385,308
Os02g0662300,0,0,0,0,0,0,0,0
Os02g0662700,6763,6485,3529,4470,1802,2405,1268,624
Os02g0662900,20,7,5,5,0,0,4,0
Os02g0663100,13969,12705,9581,11083,4389,4742,3465,2378
Os02g0663200,9,18,10,20,0,12,7,11
Os02g0663300,77,55,178,117,183,169,33,22
Os02g0663800,0,11,0,12,23,61,61,32
Os02g0663900,0,25,4,24,28,75,72,31
Os02g0664000,9845,10531,5456,6020,3542,4099,7051,8638
Os02g0664050,4,6,0,2,3,3,3,3
Os02g0664100,599,817,1503,2135,3082,3295,425,29
Os02g0664150,118,122,206,250,347,366,102,17
Os02g0664200,1742,2012,2075,2475,2894,3517,2120,1740
Os02g0664300,3223,3378,5145,6023,8138,9603,6869,3885
Os02g0664350,0,0,0,4,0,0,0,0
Os02g0664400,0,7,0,0,0,0,0,0
Os02g0664700,1642,1580,1562,1550,1442,1542,1141,1097
Os02g0665000,2710,2674,2502,2030,2534,2493,1375,829
Os02g0665200,423,525,606,483,489,571,475,447
Os02g0665250,1119,946,332,147,147,200,333,898
Os02g0665300,30,27,3,16,22,101,11,0
Os02g0665350,10,7,0,2,0,0,3,0
Os02g0665400,1661,1705,1268,1388,2874,3594,1329,595
Os02g0665500,85,66,202,214,1285,1327,473,219
Os02g0665600,453,345,370,240,387,274,309,225
Os02g0665800,326,288,343,280,537,509,269,168
Os02g0666000,66,52,32,7,3,8,0,5
Os02g0666200,165512,147578,59100,55422,11405,14255,22008,24198
Os02g0666250,470,313,145,92,9,23,33,22
Os02g0666300,1309,1278,1288,1767,1498,1723,846,560
Os02g0666500,6,0,8,0,0,9,0,0
Os02g0666550,0,0,0,0,0,0,0,0
Os02g0666600,0,0,0,0,19,3,0,0
Os02g0666700,23,47,34,19,20,16,56,73
Os02g0666800,1629,2147,1734,1749,1578,1776,1986,1659
Os02g0666900,0,7,10,0,0,3,3,0
Os02g0667000,25,70,165,182,61,101,51,55
Os02g0667050,29,24,129,156,49,75,30,20
Os02g0667100,3,18,216,92,826,580,140,226
Os02g0667300,6,21,23,42,208,219,91,88
Os02g0667500,193,58,0,0,0,0,16,48
Os02g0667600,81,204,47,228,263,187,261,188
Os02g0668000,47,53,3,32,4,7,44,11
Os02g0668100,6480,6843,4452,7142,1619,2066,3290,3355
Os02g0668350,0,0,0,0,0,0,0,0
Os02g0668400,154,274,447,455,427,467,291,279
Os02g0668500,4195,4983,7607,6738,6675,6038,5107,9310
Os02g0668700,102,93,95,95,43,52,23,27
Os02g0668900,0,0,0,0,0,0,0,3
Os02g0669000,104,124,115,92,249,265,58,199
Os02g0669100,4009,3903,828,1406,1920,3401,2414,3586
Os02g0669366,387,640,1010,948,136,118,77,87
Os02g0669500,67,94,100,182,29,13,25,35
Os02g0669700,11,11,46,18,57,70,23,36
Os02g0669900,20,14,47,29,10,14,0,12
Os02g0670000,620,591,903,879,590,529,483,539
Os02g0670100,34,28,9,14,0,0,0,0
Os02g0670200,0,0,0,0,4,0,0,15
Os02g0670300,0,0,0,0,0,0,0,0
Os02g0670400,1064,1283,270,395,78,63,242,203
Os02g0670500,7113,6534,5355,7493,881,1306,1028,1786
Os02g0670700,441,417,641,513,1010,1217,364,292
Os02g0670900,17746,16709,28139,40724,42549,66987,40234,41396
Os02g0671100,1013,1005,5810,7624,7150,9499,1732,1364
Os02g0671200,14280,10880,16545,13152,11170,10946,6370,5733
Os02g0671300,300,277,400,282,195,110,53,67
Os02g0671400,4240,3124,3269,2443,387,305,396,140
Os02g0671800,10,43,14,131,148,94,3,7
Os02g0671950,0,0,0,0,0,0,0,0
Os02g0672100,3904,4073,7068,7052,9613,10362,4389,3713
Os02g0672150,32,24,81,62,134,130,23,8
Os02g0672200,3810,4527,8131,8200,6910,6191,3717,2103
Os02g0672250,2,0,2,3,2,5,0,0
Os02g0672400,376,541,712,753,1064,933,590,602
Os02g0672500,4,14,0,7,2,0,0,0
Os02g0672600,1795,2171,2829,2857,3690,3713,1650,1179
Os02g0672700,2466,2779,4635,4395,8816,7892,6113,5236
Os02g0672800,2683,2496,1902,2116,1196,1110,622,630
Os02g0673000,33,54,21,16,43,43,26,71
Os02g0673100,0,0,0,0,7,30,0,0
Os02g0673301,0,0,11,0,0,0,0,0
Os02g0673500,651,1107,564,670,7114,10851,3035,1861
Os02g0673600,597,1063,931,1014,1642,1594,952,1066
Os02g0673700,636,564,341,298,235,244,177,202
Os02g0674050,14,13,14,6,4,0,3,22
Os02g0674233,0,0,4,0,4,20,47,107
Os02g0674400,4,4,0,0,7,2,25,110
Os02g0674700,1510,1893,1313,1902,2100,1869,1113,1421
Os02g0674750,0,6,4,0,0,0,0,0
Os02g0674800,2938,3252,5603,4958,9194,9445,3890,3425
Os02g0675000,26,23,25,60,252,383,445,675
Os02g0675100,26,23,25,0,190,77,80,336
Os02g0675400,0,0,0,0,0,0,0,0
