gene_id,CK_1,CK_2,TR_1,TR_2,CKK_1,CKK_2,TRR_1,TRR_2
Os02g0675550,0,0,0,0,0,0,0,0
Os02g0675700,275,175,298,169,506,734,458,348
Os02g0675750,0,0,0,16,0,0,0,0
Os02g0675800,2753,2424,1780,1514,524,725,286,256
Os02g0676000,1988,2528,5130,4984,4458,4923,2371,2144
Os02g0676400,0,3,0,0,0,4,0,6
Os02g0676450,0,0,0,6,0,0,12,2
Os02g0676500,4,4,16,0,29,50,82,67
Os02g0676800,0,53,0,0,60,167,80,43
Os02g0677300,32,434,16,15,47,90,19,18
Os02g0677600,1511,1468,2029,1515,1687,1601,2434,3342
Os02g0677700,1721,2152,2215,2759,2361,2553,1536,1264
Os02g0677800,3349,2595,4706,3335,8136,8457,5061,3273
Os02g0678200,21566,20932,19459,29723,605,1527,1341,798
Os02g0678300,7,24,0,0,0,0,0,0
Os02g0678400,4321,5112,4267,7653,850,1180,956,596
Os02g0678601,235,224,294,301,26,25,34,3
Os02g0678800,0,0,0,0,0,0,0,0
Os02g0679200,181,89,95,91,48,54,82,36
Os02g0679500,211,230,411,331,341,258,119,71
Os02g0679700,0,6,0,0,11,4,0,0
Os02g0680400,1400,2027,1267,1559,1160,1448,751,740
Os02g0680500,67,91,181,121,58,136,104,100
Os02g0680600,6321,6305,4494,5321,605,832,1348,1533
Os02g0680700,11037,9851,8795,9196,1679,1646,1286,1287
Os02g0681000,1646,1316,1066,926,629,498,426,664
Os02g0681100,42,29,20,8,12,4,21,37
Os02g0681200,819,1367,9155,3798,3054,3211,1890,1188
Os02g0681632,149,154,284,335,1984,1870,364,91
Os02g0681700,256,291,283,280,1555,1654,611,330
Os02g0681900,547,739,466,536,467,335,220,143
Os02g0682200,0,0,0,0,0,0,0,7
Os02g0682300,45,74,110,274,468,473,181,167
Os02g0682500,590,631,853,905,1256,1542,569,415
Os02g0682600,185,216,181,403,305,275,372,450
Os02g0682700,23,17,13,18,22,14,3,14
Os02g0683100,23,0,0,0,0,0,0,21
Os02g0683500,23,28,78,94,102,67,77,24
Os02g0683800,35,23,54,323,878,820,1604,1481
Os02g0683900,715,698,871,669,1193,1121,896,1143
Os02g0684000,101,200,147,283,105,100,92,160
Os02g0684100,0,0,0,0,0,0,0,0
Os02g0684150,0,0,0,0,0,0,0,0
Os02g0684300,144,210,186,192,501,460,334,357
Os02g0684400,27503,21253,38888,38465,10970,10823,4451,4493
Os02g0684500,94,154,12,18,85,93,64,127
Os02g0684600,189,197,141,119,149,229,97,78
Os02g0684800,310,345,433,373,287,229,184,184
Os02g0684900,89,121,134,78,88,55,52,35
Os02g0685200,3188,1835,2485,2104,15,8,4,14
Os02g0685350,46,34,19,13,0,0,0,0
Os02g0685600,42,99,185,134,528,422,114,124
Os02g0685750,16,16,25,40,16,18,12,4
Os02g0685900,260,398,861,826,1272,1355,232,302
Os02g0686100,66,96,7,0,6,25,5,10
Os02g0686300,366,265,328,256,309,405,132,136
Os02g0686400,1443,2264,2477,3282,2577,3090,1918,1799
Os02g0686450,24,17,22,28,42,37,18,8
Os02g0686500,679,658,489,504,271,193,120,217
Os02g0686600,533,614,724,1106,763,802,495,382
Os02g0686700,0,0,0,4,7,9,18,37
Os02g0686800,0,0,0,0,0,0,0,0
Os02g0687200,30,21,52,14,26,54,67,29
Os02g0687500,5564,4484,2235,3298,2061,1922,1702,2101
Os02g0687550,4,26,45,31,16,26,14,30
Os02g0687600,287,217,788,426,481,497,293,376
Os02g0687900,7394,7527,3551,1609,3570,3477,717,1617
Os02g0688000,166,168,43,0,145,160,10,23
Os02g0688200,0,0,0,0,0,0,0,0
Os02g0688500,419,456,469,584,552,919,216,178
Os02g0688800,69,36,54,45,55,41,6,12
Os02g0688900,1110,1295,1051,1348,1178,1386,721,542
Os02g0689000,11,5,0,6,11,14,0,5
Os02g0689066,36,13,0,5,47,33,26,11
Os02g0689132,13,23,8,12,16,30,51,33
Os02g0689200,1374,1530,1862,2002,2000,2448,2042,1112
Os02g0689500,4364,4759,3617,4577,7435,6538,5132,3549
Os02g0689550,55,382,194,170,210,277,295,0
Os02g0689600,16,17,32,13,15,4,6,3
Os02g0689700,448,623,984,1041,487,629,524,638
Os02g0689800,1999,2029,2606,2663,2742,2731,1530,1071
Os02g0689900,353,1193,3497,4492,1587,1769,263,188
Os02g0690000,334,321,856,1638,3243,3417,1213,1215
Os02g0690200,1023,1581,985,1232,977,1004,564,465
Os02g0690300,29,30,25,15,23,10,0,13
Os02g0690500,651,849,978,1340,1624,2113,893,565
Os02g0690550,17,29,38,47,28,38,40,8
Os02g0690600,0,0,0,0,0,0,15,9
Os02g0690700,1383,1590,2492,2671,2666,3368,1689,1275
Os02g0690800,1423,2330,1984,2359,1812,2230,1871,1725
Os02g0691500,12,4,0,6,42,42,0,9
Os02g0691650,0,0,0,0,0,4,0,2
Os02g0691800,303,295,334,350,368,425,305,310
Os02g0691900,134,79,147,37,102,100,41,90
Os02g0692000,655,667,426,534,356,302,265,250
Os02g0692700,2830,3378,3818,4232,8757,8515,8227,5203
Os02g0693000,449,510,1367,956,795,750,1198,885
Os02g0693200,1145,1277,3210,2234,4907,3579,1422,2073
Os02g0693400,80,97,102,257,678,819,258,145
Os02g0693450,0,0,0,0,4,5,0,0
Os02g0693500,14293,14737,6106,8381,529,602,542,1303
Os02g0693700,11,0,10,0,25,67,10,31
Os02g0694100,17,36,16,6,28,18,15,12
Os02g0694201,306,412,347,421,480,534,396,354
Os02g0694300,1815,1466,1805,1874,2129,2590,1726,1107
Os02g0694400,1533,1194,1298,1255,693,696,597,380
Os02g0694600,49,77,32,33,0,11,19,0
Os02g0694700,4,10,0,8,10,13,19,30
Os02g0694800,908,920,1794,1516,1368,1820,2206,2414
Os02g0694900,6,0,0,10,5,3,0,0
Os02g0695050,0,0,0,0,0,0,0,0
Os02g0695200,0,31,0,69,59,35,0,0
Os02g0695600,32,18,90,138,737,682,384,351
Os02g0695700,399,335,616,285,348,258,499,684
Os02g0695800,780,964,7649,8013,17736,17175,2144,1562
Os02g0695900,101,116,2027,2051,5203,4342,266,59
Os02g0696200,0,0,0,0,0,0,0,0
Os02g0696500,230,495,178,284,314,452,157,119
Os02g0696600,4761,4309,5215,4261,6179,5834,4430,4994
Os02g0696650,1015,658,1395,1008,1713,1700,406,22
Os02g0696700,914,781,905,579,1460,1609,932,961
Os02g0696900,431,375,130,144,121,123,70,22
Os02g0697200,243,512,595,565,843,1044,450,399
Os02g0697300,3876,4790,3885,3839,5166,5106,2903,3343
Os02g0697400,1559,1152,465,81,557,652,52,212
Os02g0697450,0,0,0,0,0,0,0,0
Os02g0697500,11689,9242,9806,6783,2904,3062,5413,8863
Os02g0697550,6046,5010,5485,4054,1920,1706,3173,2359
Os02g0697600,143,290,454,507,327,448,383,229
Os02g0697650,3,0,0,0,0,0,0,0
Os02g0697700,3901,3635,3143,3150,1847,1752,1504,1790
Os02g0697800,1059,1063,587,707,724,807,536,423
Os02g0697900,8146,6297,4972,4259,889,809,2508,4423
Os02g0698000,280465,274423,267345,261227,87697,94348,125793,144669
Os02g0698100,232,245,361,385,620,621,292,298
Os02g0698800,0,4,0,0,4,0,0,0
Os02g0699000,0,28,63,185,687,1032,33,18
Os02g0699150,0,0,0,0,0,0,0,0
Os02g0699300,1014,1304,936,743,1051,1129,815,758
Os02g0699350,0,1,0,0,5,1,0,0
Os02g0699400,7667,5548,6796,6713,4727,4057,4372,3246
Os02g0699433,0,10,4,0,0,0,0,0
Os02g0699466,13,5,5,13,19,43,10,8
Os02g0699500,0,3,10,7,8,9,4,18
Os02g0699600,1189,1318,1358,2720,2771,3536,2915,3083
Os02g0699700,29,30,71,41,98,51,63,24
Os02g0699800,270,308,278,177,258,293,188,196
Os02g0699824,16,10,20,0,56,11,2,0
Os02g0699836,50,43,42,32,35,96,6,10
Os02g0699850,147,144,189,166,238,199,73,8
Os02g0699900,0,41,115,92,170,165,112,109
Os02g0700000,2264,2206,1766,2087,1231,1180,1010,686
Os02g0700100,17,13,30,22,125,159,185,62
Os02g0700300,709,838,391,410,114,234,250,173
Os02g0700350,0,0,0,0,0,0,0,0
Os02g0700400,7351,7261,5565,4973,117,257,277,436
Os02g0700500,335,341,328,245,868,744,1161,1104
Os02g0700600,1879,1787,2390,1646,3814,4827,2019,2204
Os02g0700650,0,0,0,0,0,0,0,0
Os02g0700700,164,94,70,19,146,117,121,108
Os02g0700901,114,65,24,36,0,0,8,40
Os02g0701300,8,0,8,15,34,21,9,10
Os02g0701600,8091,9492,6209,6379,2123,2679,4458,4604
Os02g0701700,929,754,646,553,82,104,134,143
Os02g0701900,229,250,641,724,481,519,350,238
Os02g0702000,555,801,1296,1933,1060,1290,1141,812
Os02g0702100,26,19,6,47,4,25,13,24
Os02g0702300,4,0,135,1662,4669,12094,202,229
Os02g0702351,0,0,0,0,3,5,0,1
Os02g0702400,136,63,30,88,106,209,184,124
Os02g0702500,3199,3283,4505,4184,5630,6146,2580,2040
Os02g0702600,5,12,0,11,7,15,0,8
Os02g0702633,0,0,0,0,0,0,0,0
Os02g0702700,74,72,36,51,72,49,74,53
Os02g0702800,3708,3338,2029,2180,1220,1166,1157,929
Os02g0703300,876,1009,635,631,695,724,507,287
Os02g0703600,698,1246,685,657,4595,4816,3112,1401
Os02g0703700,6,31,7,32,187,139,95,35
Os02g0703800,0,4,0,0,0,0,0,0
Os02g0703900,487,431,470,619,859,1322,798,473
Os02g0704000,24311,27058,3481,10838,3466,5775,28557,34623
Os02g0704131,31,26,11,3,20,0,74,100
Os02g0704262,25,8,16,3,8,0,18,0
Os02g0704300,16200,13854,5528,7952,312,354,341,251
Os02g0704500,934,1163,1194,1146,1987,2012,939,979
Os02g0704600,8077,7876,5916,6293,1552,1538,1107,1173
Os02g0704800,1854,2243,2460,4126,5120,5350,4188,5143
Os02g0704900,6252,9071,6142,3771,5447,6948,6419,6082
Os02g0704933,33,30,2,0,0,6,11,13
Os02g0704966,162,172,201,212,90,63,98,23
Os02g0705000,196,267,490,470,176,261,176,68
Os02g0705100,59321,47973,44545,39602,5005,4615,5808,4908
Os02g0705300,578,553,598,575,2076,1773,687,573
Os02g0705400,1209,1313,205,443,1177,1216,553,386
Os02g0705500,339,263,210,187,671,426,227,498
Os02g0705550,14,21,18,18,8,7,0,0
Os02g0705600,2226,2481,3471,3451,3323,3007,1109,720
Os02g0706400,2144,1641,2487,1393,1634,1610,917,779
Os02g0706500,145,179,206,277,336,442,363,243
Os02g0706550,0,0,0,0,0,0,0,0
Os02g0706600,316,388,299,295,309,255,306,259
Os02g0706900,10,0,0,0,0,0,0,0
Os02g0707000,0,9,15,7,26,0,25,20
Os02g0707051,1,1,1,1,1,1,1,2
Os02g0707100,22170,21892,22846,20096,10421,9483,8847,10810
Os02g0707200,8,32,25,80,40,52,37,43
Os02g0707900,832,884,1282,2006,2910,2081,917,591
Os02g0708000,129,137,68,70,48,46,281,174
Os02g0708100,5654,7972,6262,7900,10938,11075,8005,8893
Os02g0708200,2584,2677,2343,2508,3615,3315,1889,1820
Os02g0708300,2283,2461,2696,2288,2397,2097,1898,2113
Os02g0708400,635,802,1019,735,2207,2606,2011,2132
Os02g0708500,141,198,470,305,381,343,104,15
Os02g0708600,1783,1626,1834,1974,1498,1705,1031,836
Os02g0709000,0,0,0,0,40,19,0,0
Os02g0709100,107,184,83,123,105,105,62,92
Os02g0709200,2403,3321,1358,1603,732,1179,2974,1948
Os02g0709300,0,0,0,0,0,0,0,0
Os02g0709350,0,0,0,6,0,13,0,15
Os02g0709400,6201,5766,8678,7644,11307,12907,6078,2849
Os02g0709600,459,755,358,378,88,125,98,261
Os02g0709701,0,0,0,4,2,3,0,0
Os02g0709800,2678,3351,2682,3455,4236,4014,2738,2846
Os02g0709900,1101,1000,2107,2141,1878,1671,863,446
Os02g0710102,603,465,1605,1531,1334,1306,348,30
Os02g0710201,0,0,8,0,3,0,0,4
Os02g0710300,0,0,171,49,8,4,0,0
Os02g0710500,191,223,164,189,1037,1217,736,476
Os02g0710550,6,0,0,19,59,40,26,46
Os02g0710700,0,11,0,0,14,0,0,0
Os02g0710800,208,345,361,409,359,358,299,294
Os02g0710900,1692,2236,3271,3246,3658,6164,1650,609
Os02g0710950,50,26,62,76,110,145,28,0
Os02g0711000,920,768,1078,871,759,689,606,583
Os02g0711100,345,486,514,524,311,439,308,180
Os02g0711200,262,273,402,347,1011,840,338,312
Os02g0711300,3,0,0,8,4,0,4,0
Os02g0711400,584,781,1065,1454,813,925,540,983
Os02g0711900,716,782,593,514,856,636,538,556
Os02g0712000,2228,2951,3419,3474,7287,7926,4113,2571
Os02g0712400,407,729,218,320,335,363,282,259
Os02g0712500,376,877,265,635,1449,1559,234,251
Os02g0712512,0,0,0,0,0,0,0,0
Os02g0712550,0,4,0,0,3,3,0,0
Os02g0712600,0,0,12,13,2748,1478,85,44
Os02g0712650,0,0,0,0,3,5,0,0
Os02g0712700,24,75,26,94,6737,5892,209,106
Os02g0712800,0,20,4,9,43,41,26,7
Os02g0713250,0,0,0,0,11,3,0,11
Os02g0713400,3599,4414,4010,4263,4074,5225,3490,2443
Os02g0713500,0,0,0,0,0,0,0,0
Os02g0713700,21,10,0,24,390,557,86,30
Os02g0713801,0,11,0,12,0,0,0,0
Os02g0713900,72,132,45,84,9,6,42,0
Os02g0714000,1718,1729,1962,1973,3509,3027,2086,1503
Os02g0714100,411,407,601,735,647,726,404,343
Os02g0714200,213,158,480,230,729,1093,1733,1616
Os02g0714300,446,457,495,451,353,370,321,290
Os02g0714500,1125,1497,2184,2430,2601,3192,1153,766
Os02g0714600,590,938,1430,2014,4739,4531,3920,3120
Os02g0714700,145,171,233,212,440,368,287,250
Os02g0714801,0,0,0,0,0,0,0,0
Os02g0715000,0,0,0,0,0,0,0,0
Os02g0715200,329,292,1151,585,498,782,242,199
Os02g0715225,0,3,9,5,0,5,6,0
Os02g0715250,0,0,0,0,0,0,0,0
Os02g0715300,489,679,423,324,128,275,283,210
Os02g0715400,927,932,865,870,355,496,650,867
Os02g0716100,627,734,895,689,1249,1346,564,414
Os02g0716500,55441,39390,76725,97676,26790,31566,21189,22388
Os02g0716600,536,229,342,285,24,23,48,2
Os02g0716800,0,14,0,0,0,3,184,125
Os02g0716950,0,0,0,0,0,0,0,0
Os02g0717100,271,414,380,388,283,293,189,154
Os02g0717200,9,13,10,8,4,4,2,13
Os02g0717300,1594,2005,1962,2682,2250,2416,2508,3032
Os02g0717400,6612,6774,10261,10266,10438,11308,5464,3090
Os02g0717500,749,923,658,996,976,787,825,885
Os02g0717550,5,0,3,1,4,0,10,2
Os02g0717600,1270,1192,960,1025,4145,5148,2580,1545
Os02g0717650,0,4,2,5,12,5,5,5
Os02g0717700,99,165,129,159,123,149,131,138
Os02g0717800,1832,2478,2427,4360,4188,5106,4976,5531
Os02g0717900,371,424,385,540,503,434,671,432
Os02g0718000,230,269,165,208,207,304,272,295
Os02g0718050,0,0,0,0,0,0,0,7
Os02g0718100,0,10,14,36,26,74,13,11
Os02g0718600,0,6,8,5,3,39,82,102
Os02g0718900,7450,9983,13607,20563,16155,22571,12649,11893
Os02g0718950,1,1,1,2,1,1,0,1
Os02g0719000,0,7,18,21,27,21,0,4
Os02g0719100,1414,1142,1018,1188,299,493,399,216
Os02g0719266,0,0,0,0,0,0,0,0
Os02g0719600,40,18,0,198,28,86,31,13
Os02g0719700,39,75,23,26,40,84,78,75
Os02g0719800,3888,4794,6770,7743,11186,10954,6049,4657
Os02g0720000,1423,1826,1824,2014,1486,1621,1093,1406
Os02g0720100,191,133,27,39,0,14,36,45
Os02g0720200,83,70,84,27,31,30,30,23
Os02g0720250,0,13,0,0,0,5,0,0
Os02g0720300,891,993,1600,1206,1295,1086,499,746
Os02g0720400,5,11,0,0,5,0,9,5
Os02g0720450,235,272,82,372,316,388,106,46
Os02g0720500,101,161,41,143,135,160,101,50
Os02g0720600,42,170,123,353,3345,5239,196,194
Os02g0720700,143,177,201,212,328,778,178,89
Os02g0720900,4082,4915,1066,2817,520,1085,1740,1066
Os02g0721000,0,0,0,0,0,0,0,0
Os02g0721100,0,0,0,0,0,21,0,0
Os02g0721200,0,0,0,0,0,0,0,0
Os02g0721600,4901,5276,6545,6914,9840,8120,4066,3966
Os02g0721700,756,1104,644,854,831,850,837,682
Os02g0721800,469,649,567,677,692,799,424,237
Os02g0721901,2,5,0,0,2,2,0,0
Os02g0722001,0,0,25,17,43,7,17,10
Os02g0722300,642,1283,1660,1520,1629,1658,645,583
Os02g0722350,226,104,150,284,259,529,394,192
Os02g0722400,618,813,428,201,84,50,116,177
Os02g0722450,27,60,15,30,4,0,0,3
Os02g0722500,502,699,596,727,449,589,386,578
Os02g0722600,11,2,0,0,25,14,7,0
Os02g0722650,0,9,0,8,2,2,0,1
Os02g0722700,5250,6276,4372,5424,3892,4461,3640,3510
Os02g0722800,1244,1638,2412,2935,3309,3574,1598,1016
Os02g0723200,136,105,120,92,149,169,148,123
Os02g0723300,528,501,815,791,669,647,616,581
Os02g0723400,114,100,228,116,729,474,231,205
Os02g0723600,0,2,0,0,0,0,0,0
Os02g0723700,1061,1122,1075,947,1052,1098,634,644
Os02g0724000,465,410,730,545,1528,1285,537,461
Os02g0724100,4,11,0,0,4,4,0,0
Os02g0724300,192,229,286,241,365,424,383,440
Os02g0724450,0,0,0,0,0,0,0,0
Os02g0724500,69,35,63,145,4,2,0,0
Os02g0724600,916,766,1331,1589,1482,1515,926,704
Os02g0724850,51,128,11,3,4,7,11,1
Os02g0725000,249,283,90,68,131,129,59,77
Os02g0725100,4587,5762,3108,3528,2623,2487,2622,2988
Os02g0725200,4994,4874,5045,5147,3034,3199,3364,2732
Os02g0725300,1316,1256,1304,1271,2089,2499,1510,1380
Os02g0725500,0,0,0,0,0,0,0,0
Os02g0725600,105,210,191,320,300,233,452,453
Os02g0725700,0,0,0,0,0,0,0,0
Os02g0725900,0,0,0,0,0,0,0,0
Os02g0726000,0,0,0,0,0,0,0,0
Os02g0726300,4231,3622,4021,2029,22689,21139,14155,24934
Os02g0726400,941,1046,1322,1192,2112,2042,1154,1101
Os02g0726500,127,85,117,9,240,128,150,165
Os02g0726600,2022,2318,1290,1592,1060,1250,3069,3577
Os02g0726700,58,106,5,46,20,7,33,16
Os02g0726833,52,51,4,19,0,8,13,12
Os02g0727100,72,89,63,40,100,62,52,47
Os02g0727200,161,124,120,83,155,113,155,225
Os02g0727300,2615,1972,1920,1549,1679,1615,1659,872
Os02g0727400,0,0,0,0,0,0,0,0
Os02g0727500,4049,5131,4509,3617,4689,4613,3521,4785
Os02g0727700,256,257,615,513,295,323,161,206
Os02g0727966,151,67,97,78,55,31,44,58
Os02g0728001,22,27,21,27,8,11,14,8
Os02g0728100,3376,3092,4029,3535,4866,5245,2520,1906
Os02g0728300,1931,1693,1398,1667,1039,1146,626,724
Os02g0728401,116,67,60,102,43,59,37,60
Os02g0728500,134,153,93,167,38,14,48,44
Os02g0728600,619,870,718,1019,701,782,865,949
Os02g0728700,387,519,753,956,760,1089,623,614
Os02g0728850,0,0,0,0,0,0,0,0
Os02g0729100,102,109,59,40,37,53,53,49
Os02g0729200,33,59,24,38,18,20,0,2
Os02g0729300,2523,1974,1851,2670,2329,2851,1809,599
Os02g0729350,356,316,189,316,58,70,99,9
Os02g0729400,43056,39121,34901,30003,6996,7005,25278,26216
Os02g0729500,232,256,127,217,242,221,263,317
Os02g0729700,69015,58635,50361,44538,29495,30590,32956,42312
Os02g0729801,18843,14135,14056,10352,5476,6400,8324,9453
Os02g0730000,237,328,267,834,5767,4139,500,602
Os02g0730050,0,0,0,0,2,0,0,0
Os02g0730075,0,4,4,10,36,13,8,13
Os02g0730100,0,0,7,10,9,0,0,0
Os02g0730300,1851,2170,3663,3485,12508,15816,8276,5108
Os02g0730350,4,2,3,6,26,27,10,12
Os02g0730400,15,43,15,30,11,12,17,58
Os02g0730450,0,1,0,0,0,10,0,0
Os02g0730500,324,464,459,576,456,612,666,650
Os02g0730600,84,4,78,141,3,0,0,0
Os02g0730700,4699,7081,7541,13100,13220,16214,7562,5186
Os02g0730725,58,99,92,113,150,212,81,33
Os02g0730751,0,0,0,0,0,0,0,0
Os02g0730775,26,35,81,77,190,172,149,51
Os02g0730800,385,458,823,909,1316,1357,2175,1903
Os02g0730900,47,109,125,182,128,225,179,112
Os02g0731050,1,3,2,2,1,4,1,2
Os02g0731200,1348,1484,867,1061,256,257,299,438
Os02g0731300,762,709,472,345,614,587,868,2143
Os02g0731400,39,123,196,149,496,667,922,1549
Os02g0731500,288,535,537,786,613,1069,820,711
Os02g0731600,9122,6357,10375,7401,3273,3693,14660,24946
Os02g0731700,1173,1085,3488,2860,5575,6793,9617,10476
Os02g0731800,154,64,170,45,0,262,634,358
Os02g0731900,1805,2702,2250,2140,1885,1942,1543,1046
Os02g0732200,27,36,25,9,107,176,194,342
Os02g0732250,0,0,0,0,0,0,0,0
Os02g0732300,18,16,0,9,16,0,16,12
Os02g0732350,61,58,32,39,14,15,13,12
Os02g0732400,94,53,0,4,0,0,0,2
Os02g0732500,751,913,847,795,637,775,498,443
Os02g0732600,12,3,3,0,41,19,19,80
Os02g0732700,2993,3112,4297,4726,3532,3928,1873,954
Os02g0732800,8,0,0,0,0,0,0,0
Os02g0732900,2070,2547,3509,3639,5758,6231,7245,7947
Os02g0733001,72,69,78,38,70,28,46,87
Os02g0733166,0,0,2,0,14,4,30,0
Os02g0733200,321,470,353,416,661,682,1377,1349
Os02g0733300,5,0,0,0,0,0,0,12
Os02g0733400,43,31,118,205,313,364,132,315
Os02g0733500,71,152,196,178,433,401,120,251
Os02g0733800,870,832,1272,1355,1109,1217,1205,1399
Os02g0733900,43,86,24,26,94,123,41,269
Os02g0734101,0,0,0,0,0,0,0,0
Os02g0734300,7759,7515,10236,8862,6384,6045,5103,5791
Os02g0734400,2192,2640,1653,1417,1296,1292,1838,2140
Os02g0734500,0,0,0,0,0,0,0,0
Os02g0734600,1418,2157,3091,2972,4202,4094,4037,2310
Os02g0734800,52,16,17,10,128,149,61,83
Os02g0734900,1110,1324,1628,1543,2891,2987,2374,3636
Os02g0735100,999,1447,1264,1419,752,868,706,783
Os02g0735150,9,3,0,6,11,3,5,0
Os02g0735200,25219,32480,21712,15393,7850,11154,4988,3524
Os02g0735700,2092,2339,1931,2402,2206,2293,1210,1353
Os02g0735800,468,679,1652,1629,1139,1184,767,837
Os02g0735900,1576,1469,1505,1715,2549,2437,1848,2632
Os02g0736100,520,483,642,662,675,994,451,182
Os02g0736150,16,22,20,37,37,47,15,12
Os02g0736200,319,222,186,329,1779,1639,501,226
Os02g0736300,11,59,44,52,658,539,146,209
Os02g0736400,796,980,1369,2064,2644,2996,1231,1484
Os02g0736500,1836,1977,2739,3406,3661,3571,1658,1296
Os02g0736550,10,3,6,11,10,5,8,0
Os02g0736600,699,757,1007,1257,1484,1559,769,418
Os02g0736700,0,0,2,9,5,7,9,3
Os02g0736800,22,20,61,38,144,155,114,85
Os02g0736900,22,19,15,35,132,127,21,10
Os02g0737200,0,9,0,6,32,55,0,0
Os02g0737300,0,0,0,0,0,3,0,0
Os02g0737401,7,3,4,0,50,78,34,8
Os02g0737801,0,0,0,0,78,151,16,0
Os02g0737950,0,0,0,0,0,0,0,0
Os02g0738100,0,0,0,27,135,413,148,4
Os02g0738200,0,12,20,63,867,1503,367,2
Os02g0738300,314,368,535,604,1907,3133,816,81
Os02g0738350,0,22,5,10,6,20,0,0
Os02g0738400,1272,1024,1677,2221,1702,1935,1468,1107
Os02g0738600,325,266,110,139,325,311,139,141
Os02g0738750,3,7,0,3,13,8,3,2
Os02g0738900,1044,1569,1574,1437,1139,1796,909,440
Os02g0738950,0,0,0,0,0,0,1,0
Os02g0739000,5780,4741,5908,6234,5461,5047,4460,3027
Os02g0739100,1236,1917,905,1304,3203,3588,1299,664
Os02g0739400,352,439,216,101,236,225,182,142
Os02g0739600,14733,17146,14875,19094,7063,8954,13511,13349
Os02g0739650,16,31,8,7,8,5,19,22
Os02g0739700,0,3,4,0,33,36,10,0
Os02g0739900,110,108,109,87,243,310,159,251
Os02g0740001,25,0,35,14,49,53,39,45
Os02g0740300,1016,983,1131,1001,782,894,646,497
Os02g0740400,17,95,4,10,45,80,33,230
Os02g0740500,32,95,0,36,0,0,7,12
Os02g0740600,158,323,83,195,80,101,78,206
Os02g0740700,274,454,115,442,88,105,98,114
Os02g0740800,4,4,3,2,32,23,47,0
Os02g0740900,2,6,0,6,0,7,110,47
Os02g0741000,0,0,0,0,0,0,0,0
Os02g0741100,811,832,1114,1205,1218,1532,886,816
Os02g0741200,0,0,0,0,0,0,0,0
Os02g0741300,2904,2441,2226,2656,1928,1844,1391,1266
Os02g0741500,6007,6363,8177,8620,7004,6978,3576,2266
Os02g0741700,661,670,1320,1061,1441,1944,659,1394
Os02g0741800,12,27,3,8,51,51,4,14
Os02g0741900,754,1098,711,936,2312,2735,2192,2729
Os02g0742000,12125,13445,13813,16245,14155,14284,5741,3787
Os02g0742050,215,199,383,498,555,571,152,0
Os02g0742051,314,307,622,626,613,664,111,98
Os02g0742100,7211,8146,7202,7589,5576,6078,3598,2834
Os02g0742200,644,954,989,1032,408,352,357,388
Os02g0742351,0,0,0,1,1,1,0,1
Os02g0742500,574,665,446,814,711,736,660,868
Os02g0742550,91,78,116,165,191,209,70,28
Os02g0742700,23,16,684,351,1198,554,64,63
Os02g0742800,4,17,26,7,21,34,9,0
Os02g0742900,0,0,0,0,7,0,0,0
Os02g0743100,440,476,370,573,232,405,245,86
Os02g0743200,153,244,292,297,516,519,206,236
Os02g0743400,5094,3711,1501,1204,14250,10638,267,463
Os02g0743450,116,75,22,15,279,275,11,27
Os02g0743500,2721,3198,5027,4799,6606,5695,3324,1995
Os02g0743600,0,0,0,0,0,0,0,0
Os02g0743700,209,217,84,75,671,663,620,904
Os02g0743800,258,322,207,376,102,79,62,88
Os02g0743900,0,0,0,0,0,0,0,0
Os02g0744000,2325,2439,5648,3920,6142,6983,10286,18429
Os02g0744100,1806,1904,1552,1421,483,610,609,754
Os02g0744150,0,0,0,0,0,0,0,0
Os02g0744200,16,0,19,0,0,0,12,4
Os02g0744501,1,0,0,1,1,3,1,1
Os02g0744600,251,250,322,275,468,535,445,610
Os02g0744650,1353,969,1694,1352,2403,3170,1336,1047
Os02g0744666,5,2,4,5,7,3,3,3
Os02g0744682,435,343,797,585,1057,1302,421,248
Os02g0744700,29166,27111,25888,30197,8107,9173,6876,5210
Os02g0744800,55,37,11,72,0,0,0,19
Os02g0744851,83,108,60,68,54,28,72,23
Os02g0744900,126807,87563,74598,57692,45476,46854,148819,153845
Os02g0745000,3010,3716,3892,5036,1915,1893,1593,1567
Os02g0745100,1808,1730,746,563,360,462,1773,2142
Os02g0745200,121,173,126,210,260,316,286,103
Os02g0745250,0,0,0,0,0,0,0,0
Os02g0745300,0,0,0,0,0,5,4,0
Os02g0745400,343,418,90,174,1071,1085,498,417
Os02g0745600,2097,2254,2497,2596,4763,4800,2626,2381
Os02g0745700,4030,4317,5788,5993,6623,5906,3879,3879
Os02g0745800,87,106,65,45,179,96,71,100
Os02g0746000,1172,1274,1768,1669,1532,1845,1022,999
Os02g0747400,0,4,0,0,58,83,30,12
Os02g0747500,4,25,37,37,11,32,10,11
Os02g0747600,1479,1551,1182,1166,523,702,786,746
Os02g0747900,0,0,8,0,0,0,0,0
Os02g0748100,421,473,520,531,944,1155,619,336
Os02g0748300,883,1485,916,1215,3383,4697,1156,779
Os02g0748800,9,33,36,11,56,114,31,0
Os02g0749000,1027,887,1053,756,6395,3380,614,233
Os02g0749100,145,165,406,330,352,444,118,19
Os02g0749150,629,805,826,881,701,644,883,940
Os02g0749200,47,81,69,135,77,73,79,101
